,Id,PID,Lot Frontage,Lot Area,Street,Overall Qual,Overall Cond,Home Age,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Age,Garage Cars,Garage Area,Garage Qual,Garage Cond,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Misc Val,Mo Sold,Yr Sold,SalePrice,Neighborhood Quality,Above Ground SF,Baths,Finished Basement,Finished Bsmt YN,Outdoor SF,Total Quality,Total Quality * Above Ground SF,Home Age^2,2nd Flr SF^2,Foundation_PConc,Neighborhood_NridgHt,Garage Finish_Unf,Garage Finish_Fin,Mas Vnr Type_None,Bsmt Exposure_Gd,Garage Type_Detchd,MS SubClass_60,Foundation_CBlock,Garage Type_Attchd,Sale Type_New,Exterior 1st_VinylSd,Exterior 2nd_VinylSd,Mas Vnr Type_Stone,Lot Shape_Reg,Bsmt Exposure_No,Paved Drive_Y,MS Zoning_RM,Lot Shape_IR1,Roof Style_Hip,Paved Drive_N,Neighborhood_NoRidge,Mas Vnr Type_BrkFace,Neighborhood_StoneBr,Roof Style_Gable,Electrical_SBrkr
594,1655,527354050,80.0,10400,1,6,5,31,1999,253.0,3,3,4,3,6,903.0,1,0.0,356.0,1259.0,5,1,1353,0,0,1353,1.0,0.0,2,0,2,1,3,5,1,3,40.0,2.0,478.0,3,3,240,141,0,0,0,0,0,0,8,2007,192350,5,1353,2.75,5418.0,1,381,16,21648,961,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1
595,1891,534401120,80.0,8800,1,7,6,44,1966,202.0,3,3,3,3,4,654.0,1,0.0,520.0,1174.0,5,1,1200,0,0,1200,0.0,1.0,2,0,3,1,3,6,1,3,53.0,2.0,440.0,3,3,0,0,0,0,0,0,0,0,10,2007,163500,3,1200,2.3000000000000003,2616.0,1,0,16,19200,1936,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1
596,1419,906204150,86.0,11839,1,7,5,20,1990,99.0,3,3,4,3,6,1085.0,1,0.0,390.0,1475.0,5,1,1532,797,0,2329,1.0,0.0,2,1,4,1,4,10,1,5,29.0,2.0,514.0,3,3,192,121,0,0,0,0,0,0,5,2008,262280,4,2329,3.25,6510.0,1,313,18,41922,400,635209,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1
597,1473,907405020,70.0,9135,1,7,5,8,2003,113.0,4,3,4,3,6,810.0,1,0.0,726.0,1536.0,5,1,1536,0,0,1536,1.0,0.0,2,0,3,1,4,7,0,0,17.0,2.0,532.0,3,3,192,74,0,0,0,0,0,0,12,2008,214000,5,1536,2.75,4860.0,1,266,19,29184,64,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1
598,2868,909425120,90.0,14115,1,6,7,54,2004,0.0,3,3,3,3,5,296.0,6,547.0,230.0,1073.0,5,1,1811,0,0,1811,0.0,0.0,1,0,2,1,5,6,1,4,63.0,2.0,470.0,3,3,0,0,280,0,0,0,0,0,7,2006,230000,5,1811,1.05,4762.0,1,0,17,30787,2916,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1
599,1695,528108160,109.0,14154,1,7,5,4,2006,350.0,4,3,5,4,1,0.0,1,0.0,1063.0,1063.0,5,1,1071,1101,0,2172,0.0,0.0,2,1,3,1,4,9,1,4,13.0,3.0,947.0,3,3,192,62,0,0,0,0,0,0,8,2007,280000,7,2172,2.6,0.0,0,254,20,43440,16,1212201,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1
600,2244,911128010,65.0,6565,1,4,6,53,1980,0.0,3,3,3,3,6,967.0,1,0.0,106.0,1073.0,4,1,1073,0,0,1073,1.0,0.0,1,0,3,1,3,6,0,0,34.0,2.0,720.0,3,3,0,444,0,0,0,0,0,0,8,2007,140000,1,1073,1.7000000000000002,5802.0,1,444,13,13949,2809,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
601,169,535477020,70.0,7700,1,6,5,44,1966,351.0,3,3,3,3,1,0.0,1,0.0,756.0,756.0,3,1,1051,788,0,1839,0.0,0.0,1,1,4,1,3,7,1,3,53.0,2.0,442.0,3,3,0,124,216,0,0,0,0,0,6,2010,155000,3,1839,1.55,0.0,0,124,15,27585,1936,620944,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1
602,2670,902456015,63.0,4761,1,3,3,92,1950,0.0,2,2,3,2,1,0.0,1,0.0,1020.0,1020.0,2,0,1020,0,0,1020,0.0,0.0,1,0,2,1,2,5,0,0,0.0,0.0,0.0,0,0,0,0,105,0,0,0,0,0,10,2006,64500,1,1020,1.05,0.0,0,0,10,10200,8464,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
603,247,906204230,87.0,12361,1,6,7,17,1993,85.0,4,4,4,3,6,860.0,1,0.0,86.0,946.0,5,1,964,838,0,1802,0.0,1.0,2,1,3,1,4,8,1,4,19.0,4.0,1017.0,3,3,450,92,0,0,0,0,0,0,5,2010,218000,4,1802,2.8000000000000003,5160.0,1,542,18,32436,289,702244,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1
604,2137,907200250,72.0,9720,1,5,7,33,1977,51.0,3,3,3,5,5,755.0,1,0.0,240.0,995.0,3,1,1009,0,0,1009,0.0,0.0,2,0,3,1,3,6,1,2,42.0,2.0,576.0,3,3,0,0,0,0,0,0,0,0,6,2007,160000,5,1009,2.1,3775.0,1,0,14,14126,1089,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1
605,1794,528456190,72.0,8640,1,8,5,3,2007,0.0,4,3,4,3,6,24.0,1,0.0,1314.0,1338.0,5,1,1338,0,0,1338,0.0,0.0,2,0,3,1,4,6,0,0,12.0,2.0,598.0,3,3,0,141,0,0,0,0,0,0,11,2007,208900,6,1338,2.1,144.0,1,141,20,26760,9,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1
606,1498,908154080,123.0,47007,1,5,7,51,1996,0.0,3,3,0,0,0,0.0,0,0.0,0.0,0.0,3,1,3820,0,0,3820,0.0,0.0,3,1,5,1,5,11,2,4,60.0,2.0,624.0,3,3,0,372,0,0,0,0,0,0,7,2008,284700,2,3820,3.6500000000000004,0.0,0,372,13,49660,2601,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
607,1164,533212140,30.0,3180,1,7,5,3,2007,0.0,4,3,4,3,1,0.0,1,0.0,689.0,689.0,5,1,703,689,0,1392,0.0,0.0,2,0,2,1,4,5,0,0,12.0,2.0,540.0,3,3,0,102,0,0,0,0,0,0,3,2008,146000,6,1392,2.1,0.0,0,102,19,26448,9,474721,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1
608,1179,533250050,38.0,14963,1,8,5,14,1996,0.0,4,3,4,3,6,786.0,1,0.0,474.0,1260.0,5,1,1288,0,0,1288,1.0,0.0,1,1,1,1,5,4,2,4,23.0,2.0,500.0,3,3,120,30,0,0,224,0,0,0,12,2008,245500,6,1288,2.2,4716.0,1,150,21,27048,196,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
609,1340,903228090,50.0,5000,1,6,7,84,1950,0.0,3,3,3,3,1,0.0,1,0.0,992.0,992.0,5,1,1013,0,0,1013,0.0,0.0,1,0,3,1,3,6,0,0,93.0,1.0,160.0,2,3,0,0,101,0,0,0,0,0,4,2008,113000,2,1013,1.05,0.0,0,0,15,15195,7056,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
610,436,528116010,129.0,16870,1,8,5,6,2005,238.0,4,3,5,3,6,1531.0,1,0.0,251.0,1782.0,5,1,1782,0,0,1782,1.0,0.0,2,0,3,1,4,7,2,4,15.0,3.0,932.0,3,3,99,82,0,0,0,0,0,0,4,2009,296000,7,1782,2.75,9186.0,1,181,21,37422,36,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1
611,1636,527210060,86.0,14157,1,9,5,5,2006,200.0,4,3,5,3,6,1249.0,1,0.0,673.0,1922.0,5,1,1922,0,0,1922,1.0,0.0,2,0,3,1,4,8,1,4,14.0,3.0,676.0,3,3,178,51,0,0,0,0,0,0,7,2007,377426,7,1922,2.75,7494.0,1,229,22,42284,25,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1
612,421,528102040,96.0,12456,1,10,5,4,2007,230.0,5,3,5,3,6,1172.0,1,0.0,528.0,1700.0,5,1,1718,0,0,1718,1.0,0.0,2,0,3,1,5,7,1,4,11.0,3.0,786.0,3,3,216,48,0,0,0,0,0,0,7,2009,337500,7,1718,2.75,7032.0,1,264,25,42950,16,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1
613,457,528176030,100.0,14836,1,10,5,6,2005,730.0,5,3,5,3,6,2146.0,1,0.0,346.0,2492.0,5,1,2492,0,0,2492,1.0,0.0,2,1,2,1,5,8,1,5,15.0,3.0,949.0,3,3,226,235,0,0,0,0,0,0,2,2009,552000,7,2492,3.25,12876.0,1,461,25,62300,36,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
614,2834,908225180,56.0,6956,1,4,7,62,1950,0.0,3,4,2,3,1,0.0,1,0.0,624.0,624.0,5,1,624,312,0,936,0.0,0.0,1,0,3,1,3,5,0,0,71.0,1.0,265.0,3,1,0,0,0,0,0,0,0,0,4,2006,97900,2,936,1.05,0.0,0,0,12,11232,3844,97344,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1
615,517,528456240,75.0,7862,1,6,5,1,2009,0.0,4,3,4,3,6,27.0,1,0.0,1191.0,1218.0,5,1,1218,0,0,1218,0.0,0.0,2,0,2,1,4,4,0,0,10.0,2.0,676.0,3,3,0,102,0,0,0,0,0,0,9,2009,208300,6,1218,2.1,162.0,1,102,18,21924,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1
616,1566,914467050,73.19841918871364,11050,1,7,5,14,1997,0.0,3,3,4,3,1,0.0,1,0.0,910.0,910.0,5,1,910,910,0,1820,0.0,0.0,2,1,3,1,4,8,1,3,23.0,3.0,816.0,3,3,318,32,0,0,0,0,0,0,9,2008,213000,4,1820,2.6,0.0,0,350,18,32760,196,828100,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1
617,1439,907187030,57.0,8924,1,7,5,12,1999,0.0,3,3,4,3,1,0.0,1,0.0,880.0,880.0,5,1,880,844,0,1724,0.0,0.0,2,1,3,1,4,8,0,0,21.0,2.0,527.0,3,3,120,155,0,0,0,0,0,0,7,2008,188000,5,1724,2.6,0.0,0,275,18,31032,144,712336,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1
618,2577,535177100,70.20075527274372,9610,1,6,6,52,1958,632.0,3,3,3,3,3,203.0,1,0.0,918.0,1121.0,5,1,1336,0,0,1336,0.0,0.0,1,1,3,1,3,7,1,3,61.0,2.0,488.0,3,3,80,0,0,0,0,0,0,0,12,2006,162000,3,1336,1.55,609.0,1,80,15,20040,2704,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0
619,2241,910205130,75.0,13710,1,5,5,60,1950,0.0,3,3,3,3,4,420.0,1,0.0,490.0,910.0,3,1,910,648,0,1558,0.0,0.0,1,1,4,1,3,6,0,0,69.0,1.0,282.0,3,3,289,0,0,0,0,0,0,0,6,2007,152000,1,1558,1.55,1680.0,1,289,14,21812,3600,419904,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0
620,71,528477080,100.0,12552,1,7,5,6,2005,0.0,4,3,4,3,6,222.0,1,0.0,769.0,991.0,5,1,991,956,0,1947,0.0,0.0,2,1,3,1,4,8,1,4,15.0,2.0,678.0,3,3,0,136,0,0,0,0,0,0,5,2010,254900,6,1947,2.6,1332.0,1,136,19,36993,36,913936,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1
621,1143,531384030,43.0,14565,1,7,5,16,1995,145.0,4,3,4,3,6,537.0,1,0.0,295.0,832.0,5,1,832,825,0,1657,0.0,0.0,2,1,3,1,4,6,0,0,25.0,2.0,483.0,3,3,144,74,0,0,0,0,0,2000,11,2008,189000,4,1657,2.6,3222.0,1,218,19,31483,256,680625,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1
622,1021,527302185,56.0,18559,1,7,5,32,1978,383.0,4,4,4,3,6,1206.0,3,186.0,656.0,2048.0,3,1,2064,0,0,2064,1.0,0.0,2,0,3,1,4,7,2,2,41.0,2.0,550.0,3,3,200,0,0,0,0,0,0,0,8,2008,235000,5,2064,2.75,7794.0,1,200,19,39216,1024,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1
623,1416,905479110,68.0,10880,1,5,5,60,1950,0.0,3,3,3,3,5,1040.0,1,0.0,124.0,1164.0,3,0,1164,0,0,1164,1.0,0.0,1,0,3,1,3,5,0,0,69.0,1.0,240.0,3,3,0,48,0,0,0,0,0,0,8,2008,125000,2,1164,1.7000000000000002,5200.0,1,48,14,16296,3600,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
624,35,527453150,24.0,2280,1,7,6,35,1975,0.0,3,3,4,3,1,0.0,1,0.0,836.0,836.0,5,1,836,0,0,836,0.0,0.0,1,0,2,1,3,4,0,0,44.0,1.0,308.0,3,3,0,30,0,0,0,0,0,0,6,2010,120000,3,836,1.05,0.0,0,30,17,14212,1225,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
625,2904,923125030,125.0,31250,1,1,3,59,1951,0.0,3,2,0,0,0,0.0,0,0.0,0.0,0.0,3,1,1600,0,0,1600,0.0,0.0,1,1,3,1,3,6,0,0,68.0,1.0,270.0,2,3,0,0,135,0,0,0,0,0,5,2006,81500,4,1600,1.55,0.0,0,0,7,11200,3481,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
626,2174,908127100,81.0,11841,0,6,5,20,1990,104.0,3,4,4,3,6,816.0,1,0.0,0.0,816.0,3,1,816,0,0,816,1.0,0.0,1,0,3,1,3,5,0,0,0.0,0.0,0.0,0,0,0,32,0,0,0,0,0,0,5,2007,118500,2,816,1.7000000000000002,4896.0,1,32,16,13056,400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1
627,522,528458160,85.0,9187,1,9,5,1,2009,162.0,5,3,5,3,6,1121.0,1,0.0,645.0,1766.0,5,1,1766,0,0,1766,1.0,0.0,2,1,2,1,5,7,1,4,10.0,3.0,478.0,3,3,195,130,0,0,0,0,0,0,10,2009,370878,6,1766,3.25,6726.0,1,325,24,42384,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1
628,2211,909275030,82.0,6270,1,5,6,61,1950,0.0,3,3,3,3,4,284.0,1,0.0,717.0,1001.0,3,0,1001,1001,0,2002,0.0,0.0,2,0,4,2,3,8,0,0,70.0,3.0,871.0,3,3,0,0,0,0,0,0,0,0,8,2007,145000,5,2002,2.1,1136.0,1,0,14,28028,3721,1002001,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
629,1539,909425010,86.91091336416453,15660,1,7,9,71,2006,312.0,4,4,3,3,4,341.0,1,0.0,457.0,798.0,5,1,1137,817,0,1954,0.0,1.0,1,1,3,1,4,8,2,3,80.0,2.0,431.0,3,3,0,119,150,0,0,0,0,0,5,2008,311500,5,1954,1.75,1364.0,1,119,18,35172,5041,667489,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1
630,2420,528228280,43.0,3087,1,7,5,4,2006,14.0,4,3,4,3,6,453.0,1,0.0,767.0,1220.0,5,1,1364,0,0,1364,1.0,0.0,2,0,2,1,4,6,1,4,13.0,2.0,437.0,3,3,100,16,0,0,0,0,0,0,11,2006,210250,5,1364,2.75,2718.0,1,116,19,25916,16,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1
631,2779,907192010,95.0,13450,1,7,5,8,2002,0.0,4,3,4,3,6,700.0,1,0.0,216.0,916.0,5,1,920,941,0,1861,1.0,0.0,2,1,3,1,4,8,0,0,17.0,2.0,492.0,3,3,146,91,0,0,0,0,0,0,6,2006,200000,5,1861,3.25,4200.0,1,237,19,35359,64,885481,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1
632,953,914476020,75.0,10125,1,5,5,33,1977,0.0,3,3,0,0,0,0.0,0,0.0,0.0,0.0,3,1,1302,432,0,1734,0.0,0.0,2,0,4,2,4,8,0,0,42.0,2.0,539.0,3,3,0,0,0,0,0,0,0,0,8,2009,126000,4,1734,2.1,0.0,0,0,12,20808,1089,186624,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
633,658,535377150,80.0,8146,1,4,8,110,2003,0.0,4,4,2,3,1,0.0,1,0.0,405.0,405.0,4,1,717,322,0,1039,0.0,0.0,1,0,2,1,3,6,0,0,79.0,1.0,281.0,3,3,0,0,168,0,111,0,0,0,5,2009,114000,1,1039,1.05,0.0,0,0,13,13507,12100,103684,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
634,714,902301060,60.0,9600,1,4,4,100,1950,0.0,4,4,2,3,1,0.0,1,0.0,677.0,677.0,3,1,833,677,0,1510,0.0,0.0,2,0,3,1,4,7,0,0,45.0,2.0,720.0,3,3,0,0,160,0,0,0,0,0,6,2009,87500,1,1510,2.1,0.0,0,0,14,21140,10000,458329,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1
635,1637,527212060,98.0,12328,1,8,5,5,2005,146.0,4,3,5,3,6,986.0,1,0.0,163.0,1149.0,5,1,1164,1377,0,2541,1.0,0.0,3,1,4,1,5,10,1,4,14.0,3.0,729.0,3,3,120,32,0,0,0,0,0,0,7,2007,349265,7,2541,4.300000000000001,5916.0,1,152,22,55902,25,1896129,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1
636,538,531369020,76.0,10141,1,8,5,6,2004,264.0,4,3,4,3,4,516.0,3,774.0,222.0,1512.0,5,1,1512,0,0,1512,0.0,0.0,2,0,3,1,4,6,0,0,15.0,3.0,845.0,3,3,210,36,0,0,0,0,0,0,1,2009,203000,4,1512,2.1,4386.0,1,246,20,30240,36,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1
637,546,531385020,65.0,8529,1,7,5,9,2001,0.0,4,3,4,3,6,20.0,1,0.0,1434.0,1454.0,5,1,1434,0,0,1434,0.0,0.0,2,0,3,1,4,6,1,3,18.0,2.0,527.0,3,3,290,39,0,0,0,0,0,0,4,2009,189000,4,1434,2.1,120.0,1,329,19,27246,81,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1
638,533,528490070,65.0,8127,1,7,5,7,2003,0.0,4,3,4,3,6,410.0,1,0.0,402.0,812.0,5,1,812,841,0,1653,1.0,0.0,2,1,3,1,4,6,0,0,16.0,2.0,628.0,3,3,0,45,0,0,0,0,0,0,3,2009,209000,6,1653,3.25,2460.0,1,45,19,31407,49,707281,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1
639,718,902327070,70.0,8400,1,6,7,110,1950,0.0,3,3,2,4,1,0.0,1,0.0,917.0,917.0,4,1,1090,917,0,2007,0.0,0.0,2,0,3,1,5,8,0,0,89.0,1.0,357.0,3,3,0,235,0,0,0,0,0,0,6,2009,160000,1,2007,2.1,0.0,0,235,16,32112,12100,840889,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
640,1830,532479050,44.0,10751,1,5,5,36,1974,44.0,3,3,2,3,5,787.0,1,0.0,250.0,1037.0,3,1,1037,0,0,1037,1.0,0.0,1,0,2,1,3,5,0,0,45.0,2.0,431.0,3,3,136,47,0,0,0,0,0,0,8,2007,129000,3,1037,1.7000000000000002,3935.0,1,183,13,13481,1296,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1
641,2929,924100070,77.0,10010,1,5,5,36,1975,0.0,3,3,4,3,5,1071.0,2,123.0,195.0,1389.0,4,1,1389,0,0,1389,1.0,0.0,1,0,2,1,3,6,1,3,44.0,2.0,418.0,3,3,240,38,0,0,0,0,0,0,4,2006,170000,4,1389,1.7000000000000002,5601.0,1,278,15,20835,1296,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
642,2207,909254140,40.0,4280,1,5,6,97,2002,0.0,3,3,3,3,2,365.0,1,0.0,75.0,440.0,3,0,694,0,0,694,0.0,0.0,1,0,2,1,4,4,1,4,29.0,1.0,352.0,4,3,0,0,34,0,0,0,0,0,3,2007,90350,5,694,1.05,730.0,1,0,15,10410,9409,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
643,1417,905480150,60.0,9600,1,6,5,86,1950,0.0,3,3,3,3,1,0.0,1,0.0,572.0,572.0,2,0,572,524,0,1096,0.0,0.0,1,0,2,1,3,5,0,0,0.0,0.0,0.0,0,0,0,8,128,0,0,0,0,0,4,2008,79000,2,1096,1.05,0.0,0,8,15,16440,7396,274576,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
644,2787,907203040,70.0,9800,1,5,7,38,1972,0.0,3,3,3,3,5,894.0,1,0.0,0.0,894.0,3,1,894,0,0,894,1.0,0.0,1,0,3,1,3,5,0,0,44.0,2.0,552.0,3,3,256,0,0,0,0,0,0,0,7,2006,149900,5,894,1.7000000000000002,4470.0,1,256,14,12516,1444,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1
645,1037,527403360,63.0,7560,1,5,5,39,1971,0.0,3,3,4,3,3,119.0,5,613.0,132.0,864.0,3,1,864,0,0,864,1.0,0.0,1,0,3,1,3,5,0,0,42.0,2.0,576.0,3,3,0,0,0,0,0,0,0,0,5,2008,123000,3,864,1.7000000000000002,3422.0,1,0,15,12960,1521,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1
646,2659,902305090,60.0,9600,1,4,2,110,1950,0.0,3,3,3,2,1,0.0,1,0.0,1095.0,1095.0,2,0,1095,679,0,1774,1.0,0.0,2,0,4,2,3,8,0,0,99.0,3.0,779.0,2,2,0,0,90,0,0,0,0,0,5,2006,87000,1,1774,2.75,0.0,0,0,13,23062,12100,461041,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1
647,1567,914475020,76.0,9880,1,6,6,33,1977,0.0,3,3,3,3,5,522.0,1,0.0,574.0,1096.0,3,1,1118,0,0,1118,1.0,0.0,1,0,3,1,3,6,1,1,42.0,1.0,358.0,3,3,203,0,0,0,0,576,4,0,7,2008,171000,4,1118,1.7000000000000002,2610.0,1,203,15,16770,1089,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
648,1225,534477080,80.0,9600,1,6,5,60,1950,0.0,3,3,3,3,4,280.0,1,0.0,752.0,1032.0,3,1,1032,220,0,1252,0.0,0.0,1,0,3,1,3,6,0,0,69.0,1.0,288.0,3,3,0,0,96,0,0,0,0,0,4,2008,119000,3,1252,1.05,1120.0,1,0,15,18780,3600,48400,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0
649,685,535453200,70.0,7931,1,5,5,51,1959,0.0,3,3,3,3,4,1148.0,1,0.0,0.0,1148.0,3,1,1148,0,0,1148,1.0,0.0,1,0,3,1,3,6,0,0,60.0,1.0,672.0,3,3,0,0,0,0,0,0,0,0,7,2009,132500,3,1148,1.7000000000000002,4592.0,1,0,14,16072,2601,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1
650,1358,903427090,56.764462057481616,5100,1,8,7,85,1996,0.0,3,4,3,3,1,0.0,1,0.0,588.0,588.0,2,1,833,833,0,1666,0.0,0.0,1,0,3,1,4,7,1,4,94.0,1.0,228.0,3,3,192,63,0,0,0,0,0,0,6,2008,161000,1,1666,1.05,0.0,0,255,18,29988,7225,693889,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1
651,1461,907255030,70.50457632895137,9720,1,9,5,9,2002,134.0,4,3,4,3,6,1194.0,1,0.0,163.0,1357.0,5,1,1366,581,0,1947,1.0,0.0,2,1,3,1,4,7,1,3,18.0,3.0,725.0,3,3,168,116,0,0,0,0,0,0,1,2008,274000,5,1947,3.25,7164.0,1,284,21,40887,81,337561,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1
652,221,905104210,70.0,8521,1,5,5,43,1967,0.0,3,3,3,3,5,842.0,1,0.0,70.0,912.0,3,1,912,0,0,912,0.0,0.0,1,0,3,1,3,5,1,2,45.0,1.0,336.0,3,3,0,0,0,0,0,0,0,0,5,2010,125000,3,912,1.05,4210.0,1,0,14,12768,1849,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
653,2187,908225310,52.0,8741,1,5,6,64,1950,0.0,3,3,3,3,1,0.0,1,0.0,1195.0,1195.0,3,0,1195,0,0,1195,0.0,0.0,2,0,4,2,3,8,0,0,0.0,0.0,0.0,0,0,118,0,0,0,0,0,0,0,7,2007,98500,2,1195,2.1,0.0,0,118,14,16730,4096,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
